word,level,frequency_ranking,pos,pinyin,definitions,source
任何,3,356,pronoun,rèn hé,any | whatever | whichever | whatsoever,drkameleon
任何,3,356,adjective,rènhé,any; all,kaikki
任命,7,6667,verb,rènmìng,to appoint; to assign a job; to assign a role | to resign oneself to fate | to receive instructions,kaikki
任期,7,12192,noun,rènqī,term of office; tenure | tour of duty,kaikki
任人宰割,7,42917,verb,rèn rén zǎi gē,to get trampled on (idiom) | to be taken advantage of,drkameleon
任人宰割,7,42917,idiom,rènrénzǎigē,to be at the mercy of others; cannot but allow oneself to be trampled on by others,kaikki
任务,3,664,noun,rènwù,task; assignment; job; mission,kaikki
任性,6,10527,adjective,rènxìng,willful; headstrong; self-willed; wayward | unrestrained; without border or limit,kaikki
任意,7,6455,noun,rèn yì,any | at random,drkameleon
任意,7,6455,adjective,rènyì,arbitrary; willful,kaikki
任意,7,6455,adverb,rènyì,as one pleases; as one likes; whatever one wants,kaikki
任职,7,10508,verb,rènzhí,"to hold an employed position, office or post; to work",kaikki
任重道远,6,35050,verb,rèn zhòng dào yuǎn,"a heavy load and a long road | fig. to bear heavy responsibilities through a long struggle (cf Confucian Analects, 8.7)",drkameleon
任重道远,6,35050,idiom,rènzhòngdàoyuǎn,to shoulder a heavy responsibility for a long time,kaikki
韧性,7,27310,noun,rènxìng,toughness | elasticity | resilience,kaikki
扔,5,2405,verb,rēng,to throw | to throw away,drkameleon
仍,3,1050,adverb,réng,still; yet | to remain | (literary) frequently; often,drkameleon
仍旧,5,7743,adverb,réngjiù,still; yet | as always; as before,kaikki
仍旧,5,7743,verb,réngjiù,to remain the same; to be as before,kaikki
仍然,3,1029,adverb,réngrán,still; yet; as before,kaikki
日,1,395,noun,rì,"sun | day | date, day of the month",drkameleon
日报,2,9879,noun,rìbào,daily newspaper (often used in the name of a newspaper),kaikki
日常,3,5145,adjective,rìcháng,everyday; daily; day-to-day; ordinary,kaikki
日常,3,5145,noun,rìcháng,daily life; everyday activities,kaikki
日程,7,8938,noun,rìchéng,daily schedule; agenda,kaikki
日复一日,7,20223,verb,rì fù yī rì,day after day,drkameleon
日复一日,7,20223,idiom,rìfùyīrì,"day in, day out; day after day",kaikki
日后,7,12451,noun,rì hòu,sometime | someday (in the future),drkameleon
日后,7,12451,adverb,rìhòu,some day (in the future); in days to come,kaikki
日记,4,4636,noun,rìjì,diary; journal,kaikki
日历,4,13555,noun,rìlì,calendar,kaikki
日期,1,3928,noun,rìqī,date; day,kaikki
日前,7,22586,noun,rìqián,a few days ago; the other day | former times; the olden days,kaikki
日趋,7,21011,adverb,rìqū,increasing day by day; more critical with every passing day; gradually,kaikki
日新月异,7,28296,verb,rì xīn yuè yì,"daily renewal, monthly change (idiom) | every day sees new developments | rapid progress",drkameleon
日新月异,7,28296,idiom,rìxīnyuèyì,advancing rapidly (especially in an innovative way); everchanging,kaikki
日夜,6,12281,noun,rìyè,day and night,kaikki
日夜,6,12281,adverb,rìyè,day and night; round the clock,kaikki
日益,7,8810,adverb,rìyì,day by day; increasingly; more and more,kaikki
日用品,5,24114,noun,rìyòngpǐn,daily necessities; goods for every day use,kaikki
日语,6,10842,noun,Rìyǔ,Japanese language | Spanish language,kaikki
日子,2,1197,noun,rìzi | rìzǐ,date; day | time | one's life; days in one's life | wedding day | son of the Sun,kaikki
荣获,7,19118,verb,rónghuò,to have the honour to win; to be honoured with,kaikki
荣幸,7,6767,adjective,róng xìng,honored (to have the privilege of ...),drkameleon
荣幸,7,6767,verb,róngxìng,to be honoured,kaikki
荣誉,7,3668,noun,róngyù,honor; credit; glory | honorable reputation; prestige,kaikki
容光焕发,7,29949,verb,róng guāng huàn fā,face glowing (idiom); looking radiant | all smiles,drkameleon
容光焕发,7,29949,idiom,róngguānghuànfā,to glow with vigour and joy,kaikki
容量,7,11832,noun,róngliàng,capacity; volume,kaikki
容貌,6,14234,noun,róngmào,facial features; looks; countenance,kaikki
容纳,7,12247,verb,róngnà,to have a capacity of; to hold; to accommodate | to tolerate (different views),kaikki
容器,6,8444,noun,róngqì,container; vessel; receptacle,kaikki
容忍,7,6689,verb,róngrěn,to tolerate; to put up with; to condone,kaikki
容许,7,14246,verb,róngxǔ,to tolerate; to allow; to accept,kaikki
容许,7,14246,adverb,róngxǔ,perhaps; maybe,kaikki
容颜,7,19563,noun,róngyán,facial features; looks; countenance,kaikki
容易,3,664,adjective,róngyì,easy; simple | likely; liable; prone | having an easy life | rash; hasty; careless; flippant | impudent; wanton; unbridled | negligent; careless,kaikki
溶解,7,12802,verb,róngjiě,to dissolve (into a solution),kaikki
融,7,8118,verb,róng,to melt | to thaw | to blend | to merge | to be in harmony,drkameleon
融合,6,6003,verb,rónghé,to fuse; to blend; to combine; to integrate | to mutually assimilate (of peoples),kaikki
融合,6,6003,adjective,rónghé,integrated; blended; fused,kaikki
融化,7,8983,verb,rónghuà,to dissolve | to thaw; to melt,kaikki
融洽,7,12145,adjective,róngqià,having friendly relations; harmonious; having a good rapport; being on good terms,kaikki
融洽,7,12145,noun,róng qià,friendly relations,drkameleon
融入,6,4761,verb,róngrù,to merge into; to blend into; to integrate; to assimilate,kaikki
冗长,7,26319,adjective,rǒngcháng | rǒngzhàng,verbose; long-winded | redundant; superfluous,kaikki
柔和,7,11857,adjective,róuhé,soft; gentle | soft to the touch; supple,kaikki
柔软,7,7257,adjective,róuruǎn,soft to the touch; supple,kaikki
揉,7,8985,verb,róu,to knead | to massage | to rub,drkameleon
肉,1,1215,noun,ròu,meat | flesh | pulp (of a fruit) | (coll.) (of a fruit) squashy | (of a person) flabby | irresolute,drkameleon
如,6,399,adverb,rú,as | as if | such as,drkameleon
如此,5,493,pronoun,rú cǐ,like this; so; such,drkameleon
如此,5,493,adverb,rúcǐ,like this; so; such; the case; this way,kaikki
如果,2,89,conjunction,rúguǒ,if,kaikki
如果,2,89,adverb,rú guǒ,in case | in the event that,drkameleon
如果说,7,1000000,idiom,rú guǒ shuō,if | if one were to say,drkameleon
如果说,7,1000000,conjunction,rúguǒshuō,"if, say",kaikki
如何,3,391,pronoun,rú hé,how | what way | what,drkameleon
如何,3,391,adverb,rúhé,how; what; in what way | how about; what about,kaikki
如今,4,2487,noun,rújīn,nowadays; now,kaikki
如实,7,13941,adverb,rúshí,strictly by the facts; as things really are; truthfully; accurately,kaikki
如同,5,3867,verb,rútóng,to be like; as; to be akin to,kaikki
如下,5,5960,verb,rúxià,to be as follows,kaikki
如一,6,11594,adverb,rú yī,consistent | the same | unvarying,drkameleon
如一,6,11594,verb,rúyī,to be consistent,kaikki
如意,7,11543,adverb,rú yì,as one wants; according to one's wishes,drkameleon
如意,7,11543,noun,rúyì,"ceremonial sceptre (auspicious decorative object associated with Chinese Buddhist ritual made from bone or jade, with a cloud or lingzhi-shaped head and slightly curved handle) | backscratcher",kaikki
如意,7,11543,verb,rúyì,to be as one wishes; to be satisfactory,kaikki
如愿以偿,7,18537,verb,rú yuàn yǐ cháng,to have one's wish fulfilled,drkameleon
如愿以偿,7,18537,idiom,rúyuànyǐcháng,to have one's wish fulfilled,kaikki
如醉如痴,7,73273,idiom,rú zuì rú chī,lit. as if drunk and stupefied (idiom) | intoxicated by sth | obsessed with | mad about sth,drkameleon
儒家,7,11085,noun,rújiā,Confucianism; Ruism | scholarly household,kaikki
儒学,7,20258,noun,rúxué,Confucianism,kaikki
乳制品,6,27890,noun,rǔzhìpǐn,dairy product,kaikki
入,6,756,verb,rù,to enter | to go into | to join | to become a member of | to confirm or agree with,drkameleon
入场,7,12245,verb,rùchǎng,to enter a venue; to be admitted into a venue | to take part in an examination,kaikki
入场券,7,14998,noun,rùchǎngquàn,admission ticket,kaikki
入境,7,11650,verb,rùjìng,to enter a region; to enter a country,kaikki
入口,2,5927,noun,rùkǒu,"entrance; the ""in"" door; access | import(s)",kaikki
入口,2,5927,verb,rùkǒu,to enter the mouth | to import,kaikki
入门,5,14461,verb,rùmén,to enter a door or gate | to learn the fundamentals,kaikki
入门,5,14461,noun,rùmén,introduction to a subject; elementary course; primer | entrance door or gate,kaikki
入侵,7,5805,verb,rùqīn,to invade; to intrude,kaikki
入手,7,9020,verb,rùshǒu,to start with; to begin with | to buy; to obtain; to get one's hands on,kaikki
入选,7,8521,verb,rùxuǎn,to be chosen | to be elected as,kaikki
入学,6,8206,verb,rùxué,to start school; to enter college,kaikki
软,5,3178,adjective,ruǎn,soft | flexible,drkameleon
软件,5,3539,noun,ruǎnjiàn,"software | thoughts, laws, systems, ideologies, etc. in a society",kaikki
软弱,7,8294,adjective,ruǎnruò,weak; feeble; infirm | weak; useless; lacking courage,kaikki
软实力,7,1000000,noun,ruǎnshílì,soft power,kaikki
瑞雪,7,47630,noun,ruìxuě,timely snow; auspicious snow,kaikki
润,7,6937,adjective,rùn,moist; glossy; sleek,drkameleon
润,7,6937,verb,rùn,to moisten; to lubricate | to embellish; to enhance,drkameleon
润,7,6937,noun,rùn,"profit; remuneration | (neologism c. 2021) (slang) (loanword from ""run"") to emigrate (in order to flee adverse conditions)",drkameleon
若,6,1349,verb,ruò,to seem,drkameleon
若,6,1349,adverb,ruò,like | as,drkameleon
若,6,1349,conjunction,ruò,if,drkameleon
若干,7,10305,numeral,ruò gān,a certain number or amount | how many? | how much?,drkameleon
若干,7,10305,adverb,ruògān,how many; how much,kaikki
若干,7,10305,pronoun,ruògān,several; a few,kaikki
弱,4,2968,adjective,ruò,weak; feeble | young | inferior; not as good as | (following a decimal or fraction) slightly less than,drkameleon
弱点,7,7156,noun,ruòdiǎn,weak point; weakness; shortcoming,kaikki
弱势,7,20733,noun,ruòshì,comparatively weak position; losing streak | disadvantaged state; marginalised state; vulnerableness,kaikki
撒,7,2662,verb,sǎ | sā,to let go | to cast | to let loose | to discharge | to give expression to | (coll.) to pee | to scatter | to sprinkle | to spill,drkameleon
撒谎,7,8163,verb,sāhuǎng,to tell a lie; to lie,kaikki
洒,5,6215,verb,sǎ,to sprinkle | to spray | to spill | to shed,drkameleon
塞,6,2163,verb,sè | sài | sāi,to stop up | to squeeze in | to stuff | to stop up | to stuff | to cope with,drkameleon
塞,6,2163,noun,sè | sài | sāi,cork | stopper | strategic pass | tactical border position,drkameleon
腮,6,19518,noun,sāi,cheek,drkameleon
赛,6,1181,verb,sài,to compete | competition | match | to surpass | better than | superior to | to excel,drkameleon
赛场,6,7283,noun,sàichǎng,stadium; racetrack; field (for athletics competition); court,kaikki
赛车,7,5140,noun,sàichē,"car race | motorbike race | cycle racing | racing vehicle, such as a race car or bicycle",kaikki
赛跑,7,16992,verb,sàipǎo,to race,kaikki
赛跑,7,16992,noun,sàipǎo,race; running,kaikki
三,1,233,noun,sān,three | 3,drkameleon
三番五次,7,52808,idiom,sānfānwǔcì,again and again; time and again,kaikki
三角,7,7531,noun,sānjiǎo,triangle,kaikki
三明治,6,13871,noun,sānmíngzhì,sandwich,kaikki
三维,7,14872,adjective,sānwéi,three-dimensional,kaikki
三维,7,14872,noun,sān wéi,3D,drkameleon
伞,4,6101,noun,sǎn,umbrella | parasol | damask silk,drkameleon
散,4,2965,adjective,sǎn | sàn,scattered | loose | leisurely,drkameleon
散,4,2965,verb,sǎn | sàn,to come loose | to fall apart | to scatter | to break up (a meeting etc) | to disperse | to disseminate | to dispel,drkameleon
散,4,2965,noun,sǎn | sàn,powdered medicine | (coll.) to sack,drkameleon
散布,7,11482,verb,sànbù,to spread; to scatter; to disseminate,kaikki
散步,3,6153,verb,sànbù,to take a walk; to stroll,kaikki
散发,7,6694,verb,sànfā | sǎnfā,to send out; to diffuse; to give off (a smell); to produce (an aroma) | to distribute; to issue | to sporadically occur,kaikki
散发,7,6694,noun,sànfà,shaggy hair; dishevelled hair,kaikki
散文,5,16676,noun,sǎnwén,prose,kaikki
桑拿,7,17234,noun,sāngná,sauna,kaikki
嗓子,7,8030,noun,sǎngzi,throat | voice,kaikki
丧生,7,10199,verb,sàngshēng,to be killed; to lose one's life,kaikki
丧失,6,5269,verb,sàngshī,to lose; to forfeit,kaikki
骚乱,7,11988,verb,sāo luàn,disturbance; riot | to create a disturbance,drkameleon
骚乱,7,11988,noun,sāoluàn,"riot, turmoil",kaikki
骚扰,7,6620,verb,sāorǎo,to harass; to annoy; to be a nuisance to,kaikki
扫,4,4584,verb,sào | sǎo,to sweep | broom,drkameleon
扫除,7,20281,verb,sǎochú,to clear away; to sweep away; to clean with a brush | to eradicate; to wipe out,kaikki
扫描,7,4864,verb,sǎomiáo,to scan (to create a digital copy of an image using a scanner) | to scan (to read with an electronic device) | to sweep (with one's eyes); to glance,kaikki
扫墓,7,29945,verb,sǎomù,to sweep a grave | to pay respects to a dead person at their grave,kaikki
扫兴,7,21314,adjective,sǎo xìng,to spoil things; to dampen spirits | to feel deflated; to be dispirited,drkameleon
扫兴,7,21314,verb,sǎoxìng,to be disappointed; to be dispirited; to feel dejected; to have one's spirits dampened,kaikki
嫂子,7,14522,noun,sǎozi,sister-in-law (elder brother's wife) | friend's wife,kaikki
色,4,1863,noun,shǎi | sè,color | look | appearance | sex | (coll.) color,drkameleon
色彩,4,4732,noun,sècǎi,color | character; flavour; distinctive quality; tone; color,kaikki
森林,4,3183,noun,sēnlín,forest; trees | forest (graph with no cycles),kaikki
僧人,7,20566,noun,sēngrén,bhikkhu; Buddhist monk,kaikki
杀,5,557,verb,shā,to kill | to murder | to attack | to weaken or reduce | to smart (dialect),drkameleon
杀毒,5,1000000,verb,shādú,to disinfect; to sterilise | to kill computer virus,kaikki
杀毒,5,1000000,noun,shā dú,(computing) to destroy a computer virus,drkameleon
杀害,7,5148,verb,shāhài,to murder; to kill,kaikki
杀手,7,3723,noun,shāshǒu,killer (especially a professional one such as a hitman or assassin) | person who is especially good at a certain skill,kaikki
沙发,3,3832,noun,shāfā | shāfà,"sofa | first person to reply or comment on an online forum | dry, frizzy hair",kaikki
沙龙,7,8762,noun,shālóng,salon (a large room or establishment) | salon (small informal meeting) | artistic photography | shalom (traditional Jewish greeting or farewell),kaikki
